+1	7405602,7407963,123982,7417096,124212
-1	62250,62364,3478398
+1	163348,8667707,163350,163383,163440
+1	47755,3016127,3016930
+1	2858714,2858784,42802,2860811,2860812
-1	108836,6304860,6307044,108922,108946,6311075
-1	8256261,149002,149010,149012
+1	103633,103699,5915361
-1	119056,7083166,7083396,7086540,119091,119111,7089253,119112
+1	131443,7757150,131535
+1	3313797,56660,3314499
-1	2742057,35554,35628
-1	7637810,128073,7645235,128193,128375
+1	40005,2766047,40048,2766929,2767322
+1	55162,3269395,3269508,3270299,3270484,55217,3270773
-1	63447,3507137,3507559,3508677
-1	4458576,5052324,5052333,5052344
+1	154666,8408924,154736,154800,154862,154868
+1	87042,87095,5004866
-1	5602199,5607419,99449,99506,99527,99552
+1	93648,5314166,93652,93659,5315282,5317331
+1	55049,3266390,3266561
+1	2739498,33864,2739580,33895
+1	2744215,2744284,36958,2744338
-1	3468866,62063,62100,3473277
-1	154139,154193,8396095,154203,8396183,154284,154353,154371
+1	3047040,48623,3047316,3047829
+1	2878992,43350,43364,43371,2880566,43397,43409,2881164,2881502,43425
+1	8840966,168882,169011
+1	2746200,38266,2746283,2746367
-1	47362,3000390,3000439,3000963,3002137
+1	90621,5192942,5193114
+1	6115021,106233,106349
-1	63586,3511129,63638,3512922
-1	51547,3149455,3151312
+1	2745259,37753,37754
+1	3282820,3284596,55608,3289881
+1	3535773,64540,3537073,64659
+1	78707,4609914,4610569
+1	70369,3692341,3692451
-1	118867,118913,7070832,118918,7072486,7086884,119115
+1	3321009,3321058,56928,3322104,3322776,3323185,56969,3323219
+1	173798,173800,8968089,173830
-1	167547,8802038,167574
+1	2888100,2889964,43716,2889969,2890114,2890131,43731,43736,2890984
+1	3334874,57374,3335995
-1	163062,8663093,163218
+1	82237,4753980,4754392,4754094,4754681,82279,4756600
+1	77345,77346,77356,4482725,4485849
+1	2775922,2776855,2777022
-1	2734484,39509,39532,2737571,39552,39556
-1	53340,53348,53356
-1	5103755,5105513,89022
+1	63472,3507718,63502,3508677,63519,63533
+1	7495490,125537,125648,125662,7504186,7507077
-1	58753,3375400,3376129
-1	2980928,2981438,46558,2981446,2981454,46573
+1	2886578,43678,2887734,2887729,2887816,43687,2889271,43696,2889329,2889423
-1	67226,67247,3603104
-1	100166,100185,5649384,5652809
-1	74847,4156785,4167002
+1	2876755,43285,2877808
-1	168768,8838446,168838
+1	42280,2841695,2841788
+1	73844,73855,4052064,4052426,4052626,73865,73874,73895,73888,4059159,4059391,4060045
+1	4031208,4031420,73713,4040240
-1	8494157,157801,157854,158024,8502052
-1	162531,162598,162668
-1	130729,7735536,130749,7736823,7738938
+1	3396372,3398403,59338,3399158
+1	48745,3053190,48809,3054123,3054109,3053121
+1	3404515,59596,3406191
+1	149339,149369,8268731,149542,149546
+1	160744,160760,160806,8588306,160825,160915,160971,160972
+1	9143168,9143329,177542,177553,9143794
+1	2744594,37310,2744702,37343,2744785,37368,2744810
+1	106384,106385,6126541
-1	126875,126899,126968,7575309,126997,7578540
+1	34398,2740606,2740615,34491
-1	129301,129471,129472,129533,129570,129702
+1	2745118,2745257,37744,37745,37759
+1	4665182,4667180,80144
-1	3678779,3680636,70015
+1	52476,3182792,3182967,52509,3184928,3185619,52548,52578
-1	98085,5540975,5548297,5549977,98395
+1	3542080,64935,3547223,65065
+1	45302,2939417,2939685
-1	3364183,3364469,3365503,58346,3365514,58367,3369580,3370163
+1	75532,4247354,4247394
-1	51518,51542,3149377
+1	151916,151973,151998,152004,152006,152137,152163
+1	2744637,2744675,2744692,37343,2744780,37361,37380,2744827
+1	73675,4029367,73718,4040240
+1	87782,5043425,87785,5043558,5047062
-1	67631,3612256,3613060
-1	106152,6105913,6119277,106370
+1	4458576,5052324,5052333,5052344
+1	131475,131489,131504,7758551,131544
+1	47960,3024295,3024303,47993,3026446
+1	59212,59215,3397331,3397340,59408
+1	179857,9319066,179941,180024
+1	2935050,45307,2939395,2939469,2939862,45327,2940184
+1	3177959,3178676,52443
+1	3173940,52319,3177344
-1	43246,43305,2878207
-1	2922941,44749,44786
+1	49659,49681,49737,49810,49862
+1	2914372,44525,44540,2917589,2917630,2918342
-1	2746834,2746952,2746957
-1	3122409,3122469,50841
-1	48316,48368,3038738,3038669,3039541
-1	3055221,48861,3055300,3056627,3057055,3063664
-1	2738409,33274,33284
-1	5057600,5058616,88072,88216,5066698
-1	86108,4949314,86148,4953615,86232,86236
+1	3099319,50095,3100050,3100636,50125
+1	2947176,2948541,45555,2948572,2949197,2949927
+1	3119386,50470,50471,3119630,3112490,3112741,50493,3113010,3113048,50499,3113085,3113139,50508,3114103,50582,3116877,3116001,3116014,50600,3116808,50639,3117134
+1	178956,9242939,178973,9244905,179106
-1	86274,4957022,4962326,86444
+1	3619923,3620218,68037
+1	7104665,119288,7108187,119375
+1	95936,95984,5413443
+1	92189,5248933,92227,5251802,5252305
+1	3597274,67084,3598964,67130
+1	3300506,3301855,56287,3303620,56288
-1	131178,7750839,131205,131222,131235
+1	2742298,35727,2742345
+1	66963,3595643,67030
+1	138099,138172,138251
-1	8698977,164229,164315,164322,8701752
+1	82562,4768631,4770435,82656,4773668,82902,4781776
+1	5270220,92830,92912,92930
+1	2740140,34185,34217,2740270,2740306,2740320,34337
+1	63924,3520329,63956,63960,3520744,63963,64069,3524056,64094
+1	51688,3154063,3154228,51713
+1	78629,4604937,4604947,78767
-1	69939,3679207,69972,69981,3680636,70015
-1	84546,84601,4868254
+1	73827,4050529,4050812
+1	138936,8002447,139064
+1	179365,9271238,9280100
-1	2902199,2903355,44098
-1	39796,39797,39859,39875,2761975
-1	174771,8992415,8992729,174925,8993731
+1	2863290,42946,2865378,2864341
+1	8838276,168760,168848
-1	129682,129688,129699
+1	125931,125942,7519928,7523093
+1	59212,59224,3396778,3397331,3397800,59264,3397997,59399,59408,59451,3401833
-1	46572,2982381,2982401
+1	6875785,116546,116596,116619
+1	2789711,40815,2792672
+1	4396784,76669,4396840
+1	43518,43529,43599,2886398
+1	8257877,149051,149057,149066,149161
-1	2743350,2743367,2743392,2743486,36502,2743559
+1	97801,5524226,5526830
-1	83821,4828648,4830705,83864,4833667
-1	3675021,69851,3675195
-1	3083719,49690,49863,3102147,3102166
+1	6970427,117932,117953
-1	2743564,36514,2743594
-1	76879,4426686,4433999,4434238
+1	44042,2903690,2904328
-1	126936,126947,126977,7578540
-1	170250,170352,8878983,170394,170577,8884835
+1	134146,134161,134162,134164
-1	38780,2747091,38813,38817,38833,38849
-1	45410,2943229,45417,2943322,2944185,2944428
+1	121688,121716,121751,121815
-1	3078536,3079365,3079581,49566,3081261,49600,3081429
-1	2984621,46738,2984683,2988214,2988464
+1	61692,61709,61720,3459880,61764,3461613
-1	160819,160821,160979
+1	56859,3320187,3320762
+1	72484,3859990,72489,72535,72619
-1	4898598,4898621,4900927,4902533,4904388
-1	7420877,7423859,124255
-1	154946,154970,155112
+1	46274,2974022,46312,2976806,2976839,2977646
-1	83144,4795937,83181,4796361,83265,4799306,83315
+1	70830,3708572,3709028
-1	45651,2949927,2951896
-1	3489603,62781,3490379,62806,62828,3491661,62948,62952
-1	82547,82664,4780132,82872
-1	130736,7735649,130868
+1	36107,36120,36155,36160,36186
-1	2968662,46188,2970788
-1	3420288,3421108,60265,3421114,3424399,3424747
+1	163001,162997,163014
+1	123817,7394796,7395769,7398965
-1	128820,128833,7670166,7672559
-1	177753,177956,177976
+1	2743119,2743133,2743152,2743153,2743155,2743171,2743220,2743301,36397
-1	161131,8597412,8597424,161148,161211,161214
-1	5061986,88113,88215
-1	8999486,175127,175150,9000564
-1	117392,117466,6949365
+1	2731106,39394,2731161,2731230
+1	41961,41974,41976
+1	2876410,43253,43285
+1	3108642,50373,3109689,3109871
-1	129846,129938,129942
+1	7809047,133029,133175,7813029
-1	69032,69084,3654073
-1	3173357,3173516,52296,52316,52319,52323,3177344
+1	2882360,43518,2885651,2886353
-1	5979206,5986718,5992644
-1	106082,6097858,6100759
-1	2744090,36838,36840
-1	2794476,40884,40934
-1	3315424,56853,56854,3319448
+1	43397,43408,43409,2881164,2881486
+1	2746980,2746981,2746986,38838
+1	5637186,100217,5649587,100244
+1	4480380,77376,4480523,4490019,77470,77557,4511627,4512486,77584,4526494
+1	8307811,150901,150947
-1	3466856,62208,3472256,3473232,3473514,3473546,62225
+1	8829099,168459,8830025
-1	61978,62035,3468508,62038,62042,62136,62138,3470868,62140,62202,3472165,62209,3473277
+1	147169,147183,147202
-1	3221825,53728,3222059,3222097,3222410,53803
+1	42046,42087,42190,42195,42204,2838813
+1	3019524,47864,3019972,3020282,47885,47887,3021460
+1	98012,5534212,98015
+1	57812,3351538,3352005,3354036
+1	58305,3364846,58308,58313,58314,3364925,3365046,58329,58367,3367348,58404,58552
-1	63397,3506067,3506058,3507672,63515,3508726,3508746
-1	4527002,4535442,77688,4537242,77735,4544112
-1	3290996,55850,3291107,3293201
+1	41378,41433,41446,41474,41484
-1	3496400,63017,63020,3496556,63147,63156,3499739,3500293
+1	79457,79490,4640958
+1	56455,3308872,3308946
+1	2741399,2741421,2741469,2741474,35034,35046,2741556,35236,35245
+1	3042012,3042025,48493,3042368,3044795
-1	43470,43485,43617
+1	2808538,41295,2809414,2809537,2809999,41343,2810263,2810289
+1	38333,2746426,38374,2746492,2746499,2746659,2746660,38570
+1	2880072,43369,2880243
-1	3496724,63037,63107,63108,3498364,63147,63148,3498737,63156,3499739,63213,3500293,3500389,63241
-1	67482,3611966,3611968,3612244,3614146,67713
+1	146659,146692,146707,146721,146730,146777,146783
-1	3013454,3013542,47738
+1	2738659,2738810,2738876
+1	177933,9168604,9169437
+1	3255111,54787,54792
+1	2898615,2898799,2898928,43928,2900443
-1	3571093,66060,66106
+1	138117,7973857,138406,138441,7983325,138475
+1	3304576,56323,3305381
+1	3117502,3119855,3120545,50735,3121541,50737,50738,3121484
+1	168296,8825234,168301,168303,168374,168375,168419,168426,168435,168438,168445
+1	3301851,3301996,56212,3306580
-1	5457545,5461034,5472433,5479751,97164,5484055
+1	76632,4392869,76640,76678,4397269,76698,76713,4399248,4399343
+1	168698,168956,8843332
+1	3199255,52965,3201565,52975,52991,52994,3202423
-1	3352422,3352551,3353612
+1	107522,6215047,107529,6215293,107544,6229029
-1	63018,3496629,63027,3496718,63147,3499739,3500293
+1	32762,32776,32809,32831,2737892,32952,2737921,2737922
+1	86579,4974307,4976402
-1	3292091,55881,3292240
+1	40118,2769241,40192,2771722,2772357
-1	2935326,2938362,45305,2939685
+1	4854903,84357,4855326,84400,4860050
-1	100996,101012,5708449
+1	42822,42824,2861121,2861168,42945,2865377
+1	63858,63870,63906
-1	89777,5156571,5157261,89846,5164236,5165806
+1	2738561,2738570,2738608,33321,2738625,2738630
-1	140810,140839,140956
+1	53186,53195,53234
+1	85275,85336,4904388
+1	3508704,3508068,63501,3508090,3508677,63519,63531,63534
-1	149873,149901,149917,149958,149971,149989,150031,150092,150094,150104,150192,8289381,150225,150246,150247
+1	3661987,69452,3663824,3663844,69629,3667584
-1	3365046,3367348,58518,3370163
+1	129076,7680777,7683134
-1	31170,31171,31176,31198
-1	46015,46031,2964966
+1	106241,6115769,106245,106325,6122330,106372,6126541
-1	98122,5540975,98395
+1	4768522,82659,4773915,82665,4773964,82816,4781511,4782346
-1	2743359,2743367,2743392,36444,36462
-1	94459,94509,94508,5350269
+1	55857,3291784,3292498
+1	72904,3965232,72905
-1	3273358,3273983,3275011
+1	9152585,177658,177728,9158560,177755,177757,177794,9160089,177916,177956,177987,177989,177991,177992,177997,9171717,9171718,9171732,9171811,177996,177998,177999,9172061,178003,178008,178023,9174200,178029,178034,178037,9175444,178039
+1	76698,4399248,4399343
-1	3157636,51854,3159355
+1	83450,4807453,4808314,83478,83487,4812527
+1	45876,2958830,2959276,2959428,45886,2959383
+1	9044359,175966,176010,9049467,176114
+1	9255728,179146,9266797,179317,179442,179482,179485
-1	75042,75052,75054,75067,75223
+1	96926,5454224,97032
-1	2743477,2743479,2743481,36527
+1	100185,5649384,100213,5652809
-1	44485,2917431,44556
+1	160635,160708,160711
+1	172660,8941480,172671
+1	92278,92337,92414,5256252,92451
+1	9255728,179225,9266797,179317,179442
-1	112851,6615917,112853,112988
+1	9063680,176327,9064353
-1	130720,130802,7736823
+1	85947,85960,4939962
+1	3050661,48729,48806,3054918,48839
+1	67141,67142,67150,3600029,3601150,67198,67201,3601543,67210,3601827,67255,67258,3602927
-1	33200,33201,2738376
+1	72531,3870544,72570,72576,3896203,72611
-1	61989,3467390,62176
+1	161287,161382,8604614,161434,161487
-1	132002,132026,7768812,7769525
-1	3209498,53348,53356
+1	3264585,55012,55013,3264805,55066
+1	120013,7159179,120014,7159956
-1	2953157,2955175,45795
-1	4761383,82432,4763013,4763758,4766154
-1	2834059,42024,42025,2834179,42058,2838063,2838730
+1	2765501,2765557,2766929
-1	154071,8395458,154139,154176,154189,154322,154343,154353,154367,154383,8401417
+1	3407673,3408745,59738
+1	163953,163967,164120
-1	3349760,57776,3350253,3351204,3352263,3352551,3353612
-1	2807295,2809231,41405,41484
+1	176679,9088921,176694,9090163,176764,176819
+1	71976,71981,3745915,3745972,3746265,3747251
-1	151198,151242,8320229
-1	2950077,2950134,2951679
+1	2905082,2906187,2906444,2907168,44165,2907172,44252,2909168,44286,2909862,2909871,2910102
+1	131437,131475,131489,131504,7758551,131544
-1	62249,62250,3476270,3476575,62404
-1	126154,126273,126271,7535207,7546537
-1	2859568,2860070,2863325
-1	154759,154788,154822,154848,154867
+1	152886,152898,8365598,152925
+1	4602664,4603170,4603355
+1	43031,2866475,2866537
-1	71387,3727398,71533
+1	75595,4252308,75599,4253819,4254606,75681
+1	4050758,4052626,73895,4059159
+1	2930658,2930451,2932141,2932191,45120,45125
-1	35665,2742296,35787
-1	3450023,3450082,3450115,3450000
+1	69723,3670406,69725,69739,3672033,69785
+1	8868304,169938,170024,8872254,170104,170119,170206
+1	2858708,2858865,2859268,42794,42889,2862803,42937,42940,42943,2863969,42945,2864322
+1	173022,8952276,173112
+1	38339,38363,38374,2746492,2746499,2746659,2746694
-1	43600,43622,2886266,2886353
-1	131701,131725,7763944,131804
+1	32881,32884,2737921
+1	3019227,47849,3019405
+1	75969,4283060,76035,4293296
+1	117845,6987539,117947
+1	3745972,72027,72067
+1	125267,7483174,7484022
+1	98732,5568913,5574070,98780,98783
-1	2741949,2741999,2742057
-1	2964253,2964815,46058,2966087,2965985
-1	139163,139166,139176,139248
-1	150546,150667,8304283,150676,150713,150751
+1	50223,3103445,3103530,3103846,50242,3104921
-1	2772665,2774096,40274,40308
-1	43905,2897964,2898072
-1	2979622,46518,2980457,2980692
+1	166009,166031,8755153,166033,166041,166096,166098,166202
-1	79051,4624909,79139
+1	121983,7293176,121998
+1	3112491,50605,3116937
-1	33668,33673,2739149
+1	3281496,3281802,55815
+1	8654339,162921,8654729,163000,8655644,163006,162997,163014,163024
-1	3195304,3197499,52877,3198692,3198795,52895
+1	4277359,4280251,4281351
+1	3009907,3009981,47640,3010136,3010209,47662,3010279,3011013
+1	4784847,83003,83120
-1	135274,135309,135336
-1	155757,8442041,155780
-1	78519,78540,4599561,78575
+1	128438,128558,7659681,128602,7662098
+1	2859663,42769,2859652,2859930
+1	4867340,4868761,84630,84766,4874680
-1	81843,81868,4739265
+1	109573,109576,109583,6356670,6357926,109599
+1	134219,134360,134430,134509
-1	33579,33673,2739149
+1	5904709,103553,5908056
